Film,Rating,Year
Pat Garrett And Billy The Kid,3.0,1973
Save the Tiger,4.0,1973
Scarecrow,2.75,1973
Serpico,3.75,1973
Sleeper,3.75,1973
Soylent Green,2.25,1973
The 3 Musketeers,3.75,1973
The Day of the Jackal,3.5,1973
The Friends Of Eddie Coyle,3.5,1973
The Last Detail,3.75,1973
The Laughing Policeman,2.75,1973
The Long Good Friday,3.5,1973
The Long Goodbye,3.5,1973
The Macintosh Man,3.25,1973
The Paper Chase,3.25,1973
The Seven-Ups,2.5,1973
The Sting,4.0,1973
The Wicker Man,3.25,1973
Across 110th Street,2.0,1972
American Graffiti,3.75,1972
"Aquirre, The Wrath of God",3.5,1972
Avanti,3.0,1972
Bad Company,3.0,1972
Bananas,3.5,1972
Cabaret,3.5,1972
Deliverence,3.0,1972
Duck You Sucker,3.0,1972
Everything You Wanted to Know About Sex,3.0,1972
Fat City,3.0,1972
Frenzy,3.0,1972
Gumshoe,2.75,1972
Hollywood: The Dream Factory,2.5,1972
Jeremiah Johnson,3.5,1972
Junior Bonner,2.5,1972
Lady Sings the Blues,3.25,1972
Last Of The Red Hot Lovers,2.5,1972
Last Tango In Paris,3.25,1972
Pocket Money,2.75,1972
Prime Cut,2.5,1972
Pulp,2.5,1972
Silent Running,3.0,1972
Slaughterhouse Five,3.0,1972
Sleuth,3.5,1972
The Candidate,3.0,1972
The Discrete Charm of the Bourgeoise,3.75,1972
The Effect Of Gamma Rays ï¿½,3.0,1972
The Getaway,3.0,1972
The Godfather,4.0,1972
The Hot Rock,3.0,1972
The Life And Times of Judge Roy Bean,3.0,1972
Un Flic,3.5,1972
What's Up Doc,3.75,1972
A New Leaf,3.0,1971
Billy Jack,2.5,1971
Carnal Knowledge,2.75,1971
Chloe In The Afternoon,3.25,1971
Diamonds Are Forever,2.5,1971
Dirty Harry,2.75,1971
Fiddler on the Roof,3.5,1971
Get Carter,2.25,1971
Gumshoe,2.75,1971
Hannie Caulder,2.25,1971
Happy Birthday Wanda June,2.75,1971
Harold and Maude,3.25,1971
Klute,3.5,1971
Le Mans,2.25,1971
McCabe and Mrs. Miller,3.75,1971
Murphy's War,3.0,1971
Pioneers In Ingolstadt,2.75,1971
Play Misty For Me,3.0,1971
Plaza Suite,2.75,1971
Shoot Out,2.25,1971
Straw Dogs,3.0,1971
Support Your Local Gunfighter,2.5,1971
The Anderson Tapes,3.5,1971
The Crook,3.0,1971
The French Connection,3.25,1971
The Garden Of The Finzi-Continis,3.5,1971
The Last Picture Show,4.0,1971
The Omega Man,2.0,1971
The Skin Game,2.75,1971
Two-Lane Blacktop,2.25,1971
Vanishing Point,2.25,1971
Willie Wonka and the Chocolate Factory,3.25,1971
Bed & Board,3.25,1970
Beyond The Valley Of The Dolls,2.5,1970
Brewster McCloud,2.75,1970
Catch-22,3.25,1970
Chariots of the Gods,1.5,1970
Chisum,2.5,1970
El Topo,1.0,1970
Five Easy Pieces,3.75,1970
Gimme Shelter,3.25,1970
Kelly's Heroes,3.25,1970
Le Boucher,3.5,1970
Le Cercle Rouge,4.0,1970
Little Big Man,4.0,1970
Love Story,3.0,1970
Mash,4.0,1970
My Night At Mauds,3.5,1970
Ned Kelly,2.0,1970
"On a Clear Day, You Can See Forever",2.25,1970
Patton,3.25,1970
Performance,2.75,1970
Start the Revolution Without Me,2.5,1970
The American Soldier,2.5,1970
The Ballad Of Cable Hogue,2.75,1970
The Cheyenne Social Club,2.25,1970
The Conformist,3.5,1970
The Great White Hope,3.5,1970
The Owl and the Pussycat,3.0,1970
The Private Life Of Sherlock Homes,3.25,1970
The Wild Child,3.0,1970
There Was A Crooked Man,2.5,1970
Woodstovk,3.75,1970
Army Of Shadows,3.75,1969
Bob&Carol&Ted&Alice,3.0,1969
Butch Cassidy,4.0,1969
Cactus Flower,3.25,1969
Castle Keep,2.75,1969
Donkey Skin,3.0,1969
Downhill Racer,3.25,1969
Easy Rider,3.25,1969
Goodbye Columbus,3.0,1969
Love Is Colder Than Death,2.75,1969
Marooned,3.0,1969
Medium Cool,3.0,1969
Mississippi Mermaid,3.25,1969
Oh What A Lovely War,2.75,1969
Once Upon A Time in The West,3.75,1969
Putney Swope,1.75,1969
Simon Of The Desert,3.25,1969
Stolen Kisses,3.25,1969
Support Your Local Sherrif,3.0,1969
Sweet Charity,2.5,1969
Take the Money and Run,3.0,1969
The Good Guys And The Bad Guys,2.75,1969
The Illustrated Man,2.25,1969
The Italian Job,2.75,1969
The Reivers,3.0,1969
The Wild Bunch,4.0,1969
"They Shoot Horses, Don't They?",3.5,1969
Those Daring Young Men in Their Jaunty Jalopies,2.75,1969
Winning,2.75,1969
Young Billy Young,2.5,1969
2001,3.5,1968
Belle De Jour,3.5,1968
Bullitt,3.25,1968
Charly,3.25,1968
Chitty Chitty Bang Bang,3.0,1968
Firecreek,2.75,1968
Hang Em High,2.75,1968
Monterey Pop,3.25,1968
Planet Of The Apes,2.5,1968
Play Dirty,2.75,1968
"Rachel, Rachel",2.75,1968
Shame,3.5,1968
Targets,3.25,1968
The Bride Wore Black,3.75,1968
The Devil's Brigade,2.5,1968
The Fireman's Ball,3.5,1968
The Love Bug,3.0,1968
The Odd Couple,3.0,1968
The Producers,3.75,1968
The Secret War Of Harry Frigg,2.75,1968
The Swimmer,3.0,1968
The Thomas Crown Affair,2.25,1968
Where Eagles Dare,3.25,1968
Where Were You When The Lights Went Out?,2.75,1968
Wild In The Streets,2.25,1968
With Six You Get Eggroll,2.5,1968
A Fistful Of Dollars,3.5,1967
Bedazzled,3.25,1967
Bonnie and Clyde,4.0,1967
Cool Hand Luke,3.75,1967
"Divorce, American Style",3.0,1967
Don't Look Back,3.0,1967
El Dorado,3.25,1967
Enter Laughing,3.25,1967
Fitzwilly,2.75,1967
For A Few Dollars More,3.25,1967
Guess Who's Coming to Dinner,3.5,1967
Hot Rods To Hell,1.5,1967
Hour Of The Gun,2.5,1967
How To Succeed in Business Without Really Trying,3.25,1967
In Like Flint,2.75,1967
In The Heat of the Night,4.0,1967
King Of Hearts,3.5,1967
La Collectioneuse,2.75,1967
La Vie De Chateau,3.25,1967
Le Samourai,3.5,1967
Point Blank,3.5,1967
The Battle Of Algiers,4.0,1967
The Busy Body,2.5,1967
The Flim Flam Man,3.0,1967
"The Good, The Bad Sand The Ugly",4.0,1967
The Graduate,3.75,1967
The President's Analyst,3.25,1967
The Two Of Us,3.5,1967
Thoroughly Modern Millie,3.0,1967
To Sir With Love,3.25,1967
Two For The Road,3.5,1967
Up the Down Staircase,2.75,1967
Wait Until Dark,3.5,1967
You Only Live Twice,3.25,1967
A Big Hand For The Little Lady,2.5,1966
A Man And A Woman,3.5,1966
A Man For All Seasons,2.75,1966
Au Hasard Balthazar,3.0,1966
Blow-Up,3.5,1966
Born Free,3.25,1966
Closely Watched Trains,3.25,1966
Duel At Diablo,2.75,1966
Farenheight 451,3.25,1966
"Follow Me, Boys",2.75,1966
Funeral In Berlin,3.25,1966
Georgy zGirl,2.75,1966
Grand Prix,3.25,1966
Harper,2.5,1966
Hawaii,2.75,1966
How To Steal A  Million,3.5,1966
"Lt Robinson Crusoe, USN",2.25,1966
Masculin-Feminin,3.0,1966
Our Man Flint,2.75,1966
Paddle To The Sea,3.5,1966
Persona,3.5,1966
The Blue Max,3.0,1966
The Chase,2.75,1966
The Endless Summer,3.0,1966
The Fortune Cookie,3.5,1966
The Naked Prey,3.25,1966
The Professionals,3.5,1966
The Russians Are Coming ..,3.25,1966
The Sand Pebbles,3.5,1966
Tokyo Drifter,3.0,1966
Tokyo Olympiad,3.25,1966
Torn Curtain,3.25,1966
"Walk, Don't Run",3.5,1966
"What Did You Do In The War, Daddy",3.0,1966
36 Hours,3.0,1965
A High Wind In Jamaica,2.25,1965
Alphaville,2.5,1965
Billie,2.75,1965
Cat Ballou,3.25,1965
Dear Brigette,2.5,1965
Dr. Zhivago,3.0,1965
Having A Wild Weekend,2.0,1965
Help,3.25,1965
How To Murder Your Wife,1.0,1965
I Am Cuba,3.0,1965
Lord Jim,3.5,1965
None But The Brave,2.5,1965
Operation Crossbow,3.25,1965
Samurai Spy,3.5,1965
Sword Of The Beast,3.25,1965
That Darn Cat,3.0,1965
The Art Of Love,3.5,1965
The Cincinnati Kid,3.5,1965
The Flight Of The Phoenix,3.0,1965
The Great Race,3.0,1965
The Satan Bug,2.5,1965
The Sons of Katie Elder,2.75,1965
The Sound Of Music,3.5,1965
The Spy Who Came In From The Cold,3.0,1965
The Train,3.5,1965
The Yellow Rolls Royce,3.0,1965
Those Magnificant Men in Their Flying Machines,3.0,1965
Thunderball,3.5,1965
Viva Maria,2.5,1965
Von Ryan's Express,3.0,1965
A Hard Day's Night,3.25,1964
A Shot in The Dark,2.75,1964
Back Door To Hell,2.75,1964
Band Of Outsiders,3.5,1964
Bay Of Angels,3.25,1964
Becket,3.0,1964
Cheyenne Autumn,2.75,1964
Contempt,3.5,1964
Dr. Strangelove,3.75,1964
Fail Safe,3.0,1964
Father Goose,3.0,1964
Goldfinger,3.5,1964
Good Neighbor Sam,3.25,1964
Man In The Middle,2.75,1964
Man's Favorite Sport?,3.0,1964
Marnie,3.0,1964
Mary Poppins,3.75,1964
My Fair Lady,3.75,1964
Robinson Crusoe On Mars,2.25,1964
Send Me No Flowers,3.0,1964
Seven Days in May,3.5,1964
Sex And The Single Girl,2.25,1964
The Americanization Of Emily,3.5,1964
The Incredible Mr. Limpett,2.5,1964
The Killers,2.75,1964
The Naked Kiss,3.0,1964
The Pink Panther,2.5,1964
The Three Lives of Thomasina,3.0,1964
The Umbrellas Of Cherbourg,3.5,1964
Topkapi,3.25,1964
8 1/2,3.5,1963
Billy Liar,3.25,1963
Charade,3.5,1963
Donovan's Reef,3.0,1963
Dr. No,3.0,1963
From Russia With Love,3.5,1963
High and Low,3.5,1963
How the West Was Won,2.5,1963
Hud,3.5,1963
Irma La Douce,2.25,1963
It's a Mad ï¿½ World,3.5,1963
Knife In The Water,3.5,1963
Le Petit Soldat,3.0,1963
Lilies of the Field,3.75,1963
The Birds,3.5,1963
The Great Escape,4.0,1963
The Incredible Journey,3.0,1963
The Mouse on the Moon,2.25,1963
The Thrill of it All,3.5,1963
The Ugly Dachsund,3.0,1963
Tom Jones,3.25,1963
Advise And Consent,3.75,1962
Antoine And Colette,3.5,1962
Cleo From 5 to 7,3.25,1962
Days Of Wine And Roses,3.0,1962
"Divorce, Italian Style",3.5,1962
Hatari,3.5,1962
Hell Is For Heroes,3.0,1962
Jules And Jim,3.75,1962
Lawrence of Arabia,4.0,1962
Ride The High Country,3.5,1962
Shoot The Piano Player,3.5,1962
That Touch of Mink,3.0,1962
The Birdman Of Alcatraz,3.25,1962
The Exterminating Angel,3.0,1962
The Loneliness Of The Long Distance Runner,3.25,1962
The Man Who Shot Liberty Valance,3.75,1962
The Manchurian Candidate,3.25,1962
To Kill a Mockingbird,3.5,1962
Viridiana,3.5,1962
101 Dalmatians,3.5,1961
A Woman Is A Woman,3.5,1961
Blast Of Silence,3.25,1961
Breakfast at Tiffanys,3.5,1961
Breathless,3.25,1961
La Dolce Vita,3.25,1961
L'Avventura,3.5,1961
Lola,3.25,1961
Lover Come Back,2.75,1961
"One, Two, Three",,1961
Raisin in the Sun,3.5,1961
The Absent Minded Professor,3.0,1961
The Guns of Navarone,3.5,1961
The Hustler,4.0,1961
The Misfits,2.75,1961
The Parent Trap,2.75,1961
Yojimbo,3.5,1961
Big Deal On Madonna Street,3.25,1960
Classe Tous Risques,3.0,1960
Hiroshima Mon Amour,3.75,1960
Inherit The Wind,3.5,1960
Les Bonnes Femmes,3.0,1960
Never On Sunday,3.25,1960
Our Man In Havana,3.25,1960
Psycho,3.75,1960
Saturday Night And Sunday Morning,3.75,1960
The Alamo,2.0,1960
The Apartment,3.5,1960
The Entertainer,3.25,1960
The Grass Is Greener,3.0,1960
The Hidden Fortress,3.75,1960
The Magnificent Seven,3.75,1960
The Sundowners,3.0,1960
Tunes Of Glory,3.5,1960
Anatomy of a Murder,3.5,1959
Black Orpheus,3.5,1959
Don't Give Up The Ship,2.5,1959
Imitation of Life,3.25,1959
North By Northwest,4.0,1959
On The Beach,3.5,1959
Operation Petticoat,3.0,1959
Pickpocket,3.0,1959
Plan 8 From Outer Space,1.0,1959
Rio Bravo,2.75,1959
Some Like it Hot,3.75,1959
The 400 Blows,3.75,1959
The Mouse That Roared,3.25,1959
The Young Philadelphians,2.5,1959
Touchez Pas Au Grisbi,3.75,1959
Up Periscope,3.0,1959
Wild Strawberries,3.75,1959
Elevator To The Gallows,3.5,1958
Houseboat,2.5,1958
Indiscreet,3.0,1958
Man Of The West,3.25,1958
Naughty Girl,2.75,1958
"Run Silent, Run Deep",3.25,1958
Some Came Running,3.5,1958
The Defiant Ones,3.5,1958
The Horse's Mouth,3.0,1958
Touch Of Evil,3.75,1958
Vertigo,4.0,1958
12 Angry Men,3.75,1957
3:10 To Yuma,3.5,1957
A Man Escaped,3.25,1957
And God Created Woman,3.0,1957
Desk Set,2.75,1957
Forty Guns,3.25,1957
Funny Face,2.5,1957
Heaven Knows Mr. Allison,3.0,1957
Kanal,3.25,1957
My Man Godfrey,2.5,1957
Night Passage,2.5,1957
Nights Of Cabiria,3.0,1957
Paths of Glory,3.5,1957
Sweet Smell Of Success,3.75,1957
The Bridge On the River Kwai,3.75,1957
The Burmese Harp,3.5,1957
The Spirit Of Saint Louis,3.25,1957
The Tin Star,3.5,1957
The Wings Of Eagles,2.75,1957
Throne Of Blood,2.75,1957
Time Limit,3.0,1957
Witness For The Prosecution,3.75,1957
A Kid For Two Farthings,3.25,1956
A King And 4 Queens,2.5,1956
Bob Le Flambeur,3.5,1956
Forbidden Planet,3.25,1956
Ikiru,3.75,1956
Jubal,2.5,1956
La Strada,3.5,1956
Lust For Life,2.75,1956
Mr. Arkadin,2.75,1956
Rififi,3.5,1956
Seven Samurai,4.0,1956
The Killing,3.25,1956
The King And I,3.25,1956
The Ladykillers,3.25,1956
The Last Wagon,3.25,1956
The Man in The Gray Flannel Suit,3.5,1956
The Man Who Knew Too Much,3.75,1956
The Man Who Never Was,3.25,1956
The Searchers,4.0,1956
The Ten Commandments,3.0,1956
The White Sheik,3.25,1956
The Wrong Man,2.75,1956
Trapeze,2.75,1956
A Generation,3.5,1955
Bad Day at Black Rock,3.5,1955
Guys And Dolls,3.5,1955
Illegal,2.75,1955
Marty,3.5,1955
Mister Roberts,3.5,1955
Night And Fog,3.5,1955
Night Of The Hunter,3.75,1955
Picnic,3.0,1955
Rear Window,4.0,1955
Rebel Without A Cause,3.25,1955
The Blackboard Jungle,3.0,1955
The Court-Marshall Of Billy Mitchell,2.75,1955
The Desperate Hours,3.0,1955
The Far Country,3.0,1955
The Seven Year Itch,3.5,1955
The Trouble With Harry,3.0,1955
The Wages Of Fear,3.25,1955
To Catch a Thief,3.5,1955
Umberto D,3.5,1955
We're No Angels,3.25,1955
Beat The Devil,2.75,1954
Brigadoon,3.0,1954
Carmen Jones,3.5,1954
Crime Wave,2.75,1954
Dial M for Murder,3.25,1954
Diary Of A Country Priest,3.25,1954
Executive Suite,3.25,1954
Godzilla,3.5,1954
Hell And High Water,3.0,1954
Hobson's Choice,3.5,1954
Johnny Guitar,3.0,1954
M. Hulot's Holiday,3.0,1954
On The Waterfront,4.0,1954
Robinson Crusoe,3.0,1954
Sabrina,3.0,1954
Terminal Station,3.25,1954
The Bridges at Toko Ri,3.5,1954
The Earrings Of Madame De,3.5,1954
The Maggie,3.0,1954
Ugetsu,3.5,1954
From Here To Eternity,3.75,1953
Gentleman Prefer Blondes,2.75,1953
I Confess,2.75,1953
Jeopardy,2.75,1953
Mogambo,2.5,1953
Pickup On South Street,3.5,1953
Roman Holiday,3.5,1953
Shane,4.0,1953
Stalag 17,3.75,1953
The Big Heat,3.0,1953
The Captain's Paradise,3.25,1953
The Desert Rats,2.75,1953
The Naked Spur,3.5,1953
The Titfield Thunderbolt,3.0,1953
The Wild One,3.5,1953
Tokyo Story,3.75,1953
Bend Of The River,3.0,1952
Casque D'or,3.5,1952
Forbidden Games,3.25,1952
High Noon,4.0,1952
Ivanhoe,2.0,1952
Monkey Business,3.0,1952
On Dangerous Ground,3.5,1952
Pat and Mike,3.0,1952
Singin In the Rain,4.0,1952
The African Queen,4.0,1952
The Bad And The Beautiful,3.5,1952
The Crimson Pirate,3.25,1952
The Man In The White Suit,2.75,1952
A Christmas Carol,3.5,1951
Ace In The Hole,3.5,1951
An American in Paris,3.5,1951
Captain Horatio Hornblower,3.25,1951
Fourteen Hours,3.25,1951
Rashomon,3.75,1951
Siroco,2.5,1951
Strangers on a Train,3.75,1951
The Day The Earth Stood Still,3.5,1951
The Desert Fox,2.25,1951
The Lavender Hill Mob,3.25,1951
The Narrow Margin,3.0,1951
The Racket,3.0,1951
A Run For Your Money,2.75,1950
All About Eve,3.75,1950
Broken Arrow,3.25,1950
D.O.A.,3.5,1950
Father Of The Bride,3.0,1950
Gun Crazy,3.0,1950
Harvey,3.5,1950
In A Lonely Place,3.5,1950
Kind Hearts and Coronets,3.5,1950
Mystery Street,3.25,1950
Night And The City,3.5,1950
Rio Grande,3.0,1950
Side Street,3.0,1950
Sunset Boulevard,3.75,1950
The Asphalt Jungle,3.25,1950
The Baron Of Arizona,3.0,1950
The Gunfighter,3.5,1950
The Last Holiday,3.25,1950
To Please A Lady,2.25,1950
When Wille Comes Marching Home,2.75,1950
Where Danger Lives,2.5,1950
Where The Sidewalk Ends,3.0,1950
Winchester 73,3.25,1950
Adam's Rib,4.0,1949
Border Incident,2.75,1949
I Was A Male War Bride,3.5,1949
On The Town,2.75,1949
Passport To Pimlico,3.0,1949
She Wore A Yellow Ribbon,3.0,1949
Stray Dog,3.25,1949
Tension,3.5,1949
The Bicycle Thief,4.0,1949
The Big Steal,3.5,1949
The Fallen Idol,4.0,1949
The Fountainhead,2.5,1949
The Third Man,4.0,1949
They Live By Night,3.0,1949
Twelve O'Clock High,3.75,1949
Whiskey Galore,2.75,1949
White Heat,3.5,1949
3 Godfathers,3.25,1948
Abbott and Costello Meet Frankenstein,3.0,1948
Act Of Violence,3.25,1948
Drunken Angel,3.5,1948
Fort Apache,3.5,1948
Key Largo,3.5,1948
Mr Blandings Builds his Dream House,2.5,1948
Red River,3.5,1948
Rope,2.75,1948
The Naked City,3.0,1948
The Red Shoes,3.5,1948
The Treasure Of Sierra Madre,3.5,1948
Unfaithfully Yours,3.0,1948
Black Narcissus,3.5,1947
Brute Force,3.25,1947
Crossfire,3.25,1947
Dark Passage,2.75,1947
Gentleman's Agreement,3.25,1947
Great Expectations,3.5,1947
Green For Danger,3.25,1947
I Know Where I'm Going,3.5,1947
Kiss Of Death,2.5,1947
Lady In The Lake,2.5,1947
Odd Man Out,3.25,1947
Out Of The Past,3.75,1947
Railroaded,2.75,1947
The Ghost And Mrs. Muir,3.25,1947
The Long Night,2.75,1947
The Paradine Case,2.5,1947
The Sin Of Harold Diddlebock,3.0,1947
Brief Encounter,3.5,1946
Gilda,3.25,1946
Henry V,3.5,1946
It's A Wonderful Life,3.75,1946
My Darling Clementine,3.75,1946
Notorious,4.0,1946
Open City,3.25,1946
Stairway To Heaven,3.25,1946
The Best Years of Our Lives,4.0,1946
The Big Sleep,3.75,1946
The Killers,3.25,1946
A Walk In The Sun,2.75,1945
Detour,3.0,1945
Dillinger,2.75,1945
Spellbound,3.0,1945
The Clock,2.75,1945
The Life and Death Of Colonel Blimp,3.75,1945
The Lost Weekend,2.0,1945
They Were Expendable,3.5,1945
A Canterbury Tale,3.25,1944
Arsenic and Old Lace,3.25,1944
Double Indemnity,4.0,1944
Gaslight,3.5,1944
Going My Way,3.0,1944
Hail The Conquering Hero,3.25,1944
Ivan The Terrible Part I,3.0,1944
Laura,4.0,1944
Lifeboat,3.25,1944
Meet Me In Saint Louis,3.0,1944
Miracle at Morgan's Creek,3.5,1944
Murder My Sweet,2.75,1944
Passage To Marseille,2.75,1944
To Have and Have Not,3.0,1944
Casablanca,4.0,1943
Crash Dive,3.5,1943
Hangmen Also Die,3.0,1943
Heaven Can Wait,3.5,1943
Le Corbeau,3.25,1943
Shadow Of A Doubt,3.0,1943
The Human Comedy,3.5,1943
The Ox-Bow Incident,3.25,1943
49th Parallel,3.5,1942
For Me And My Gal,2.75,1942
In Which We Serve,3.25,1942
Mrs. Miniver,3.5,1942
Pride Of The Yankees,3.25,1942
Random Harvest,3.25,1942
Saboteur,2.5,1942
The Black Swan,2.75,1942
The Man Who Came To Dinner,3.5,1942
The Palm Beach Story,3.75,1942
The Talk Of The Town,3.25,1942
To Be Or Not To Be,3.5,1942
Woman of the Year,3.5,1942
Yankee Doodle Dandy,3.25,1942
Across The Pacific,2.5,1941
All Through The Night,2.75,1941
Ball Of Fire,3.75,1941
Citizen Kane,4.0,1941
Dive Bomber,3.0,1941
Here Comes Mr. Jordan,3.5,1941
High Sierra,2.5,1941
How Green Was My Valley,3.5,1941
Major Barbara,3.25,1941
Man Hunt,3.25,1941
Meet John Doe,3.0,1941
Sargeant York,3.5,1941
Sullivan's Travels,3.5,1941
Suspicion,2.75,1941
The Lady Eve,3.75,1941
The Maltese Falcon,4.0,1941
The Wolfman,2.5,1941
Foreign Correspondent,3.25,1940
His Girl Friday,3.5,1940
My Favorite Wife,3.5,1940
My Little Chickadee,2.75,1940
Night Train To Munich,3.25,1940
Pinocchio,3.5,1940
The  Great McGinty,3.0,1940
The Bank Dick,3.0,1940
The Grapes Of Wrath,3.75,1940
The Long Voyage Home,3.5,1940
The Philadelphia Story,3.75,1940
The Return Of Frank James,3.0,1940
The Sea Hawk,3.25,1940
The Shop Around The Corner,3.5,1940
The Thief Of Bagdad,2.5,1940
The Westerner,3.0,1940
They Drive By Night,2.75,1940
42nd Street,3.25,1930
A Day At The Races,3.25,1930
A Night at The Opera,3.5,1930
A Slight Case Of Murder,3.0,1930
After The Thin Man,3.0,1930
Alexander Nevsky,3.25,1930
All Quiet On The Western Front,3.5,1930
Angels With Dirty Faces,3.75,1930
Animal Crackers,3.0,1930
Anna Christie,2.75,1930
Annie Oakley,3.0,1930
Another Thin Man,3.0,1930
Beau Geste,3.5,1930
Boudu Saved From Drowning,3.25,1930
Bringing Up Baby,4.0,1930
Bullets Over Ballots,3.0,1930
Captain Blood,3.5,1930
Captains Courageous,3.5,1930
Ceiling Zero,3.0,1930
Cimarron,2.75,1930
City Lights,3.0,1930
Dames,2.5,1930
Design For Living,2.75,1930
Destry Rides Again,2.75,1930
Doctor Bull,3.25,1930
Dracula,2.75,1930
Duck Soup,3.25,1930
Each Dawn I Die,3.25,1930
Ecstasy,2.75,1930
Footlight Parade,3.0,1930
Frankenstein,3.25,1930
Fury,2.75,1930
Gmen,2.5,1930
Gold Diggers of 1933,3.5,1930
Gold Diggers Of 1935,3.0,1930
Grand Hotel,3.75,1930
Grand Illusion,4.0,1930
Gunga Din,3.0,1930
Holiday,3.0,1930
I Am A Fugutve From A Chain Gang,3.5,1930
I'm No Angel,2.5,1930
It Happened One Night,4.0,1930
Judge Priest,2.75,1930
King Kong,3.75,1930
La Bete Humaine,3.5,1930
Las Hurdes,2.75,1930
L'Atlante,3.25,1930
Libeled Lady,2.75,1930
Little Caesar,3.25,1930
Lost Horizon,3.5,1930
M,3.5,1930
Man Of The World,2.5,1930
Mata Hari,3.25,1930
Midnight,3.0,1930
Mr. Deeds Goes to Town,3.5,1930
Mr. Smith Goes to Washington,3.75,1930
Mutiny On The Bounty,3.5,1930
My Man Godfrey,3.5,1930
Of Mice And Men,3.5,1930
Only Angels Have Wings,3.75,1930
Pepe Le Moko,3.5,1930
Port Of Shadows,3.5,1930
Public Enemy,3.25,1930
Rules Of The Game,3.5,1930
Sabotage,2.25,1930
San Quentin,2.75,1930
Scarface,3.5,1930
She Done Him Wrong,2.75,1930
Stage Door,3.0,1930
Stagecoach,4.0,1930
Steamboat Round The Bend,3.0,1930
SwingTime,3.0,1930
The 39 Steps,4.0,1930
The Adventures of Robin Hood,3.5,1930
The Awful Truth,3.5,1930
The Blood Of A Poet,3.25,1930
The Blue Angel,3.0,1930
The Bride Of Frankenstein,3.0,1930
The Charge Of The Light Brigade,3.0,1930
The Dawn Patrol,3.25,1930
The Edge Of The World,2.75,1930
The Informer,3.25,1930
The Invisible Man,3.5,1930
The Lady Vanishes,3.25,1930
The Lost Patrol,2.75,1930
The Maltese Falcom,2.5,1930
The Most Dangerous Game,3.5,1930
The Petrified Forest,3.25,1930
The Prince And The Pauper,3.25,1930
The Prisoner Of Zenda,3.5,1930
The Roaring Twenties,3.5,1930
The Smiling Lieutenant,2.75,1930
The Thin Man,4.0,1930
The Wizard of Oz,3.5,1930
Top Hat,3.0,1930
Topper,3.5,1930
Trouble In Paradise,4.0,1930
True Confession,2.5,1930
Twentieth Century,3.0,1930
We're Not Dressing,2.25,1930
You Canï¿½t Take It With You,3.25,1930
Young Mr. Lincoln,3.25,1930
Battleship Potemkin,4.0,1920
Greed,3.5,1920
Metropolis,3.5,1920
Nanook Of The North,3.25,1920
Safety Last,3.75,1920
"Sherlock, Jr.",3.25,1920
Steamboat Bill Jr.,3.5,1920
Sunrise,3.75,1920
The Cocoanuts,2.5,1920
The Freshman,3.5,1920
The General,4.0,1920
The Kid Brother,3.5,1920
The Navigator,3.0,1920
Un Chien Andalou,3.0,1920
44 Inch Chest,2.75,2010
